Star Name,Size (in miles),Type (OBAFGKM Scale),Luminosity (Absolute Magnitude),Color,Composition,Image
Kap Men,--,B9V,5.451,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Kap_Men.jpg
3    Mon,--,B5III/V,5.01,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\3____Mon.jpg
64    Ori,--,B8V,5.13,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\64____Ori.jpg
39    Aur,--,F3V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\39____Aur.jpg
1    Gem,--,G5III,4.15,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\1____Gem.jpg
40    Aur,--,kA7IVmF2/5IIISr,5.345,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\40____Aur.jpg
63    Ori,--,G7III:,5.658,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\63____Ori.jpg
66    Ori,--,G6II,5.621,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\66____Ori.jpg
17    Lep,--,A3+K/M,4.93,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\17____Lep.jpg
37    Cam,--,G8III,5.355,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\37____Cam.jpg
36    Cam,--,K1III-IIIbCH-0.5,5.344,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\36____Cam.jpg
19    Lep,--,M1III,5.279,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\19____Lep.jpg
3    Gem,--,B3Ia,5.75,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\3____Gem.jpg
41    Aur,--,A2Va+,6.15,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\41____Aur.jpg
41    Aur,--,A2Va+,6.15,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\41____Aur.jpg
5    Gem,--,K0III,5.825,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\5____Gem.jpg
68    Ori,--,B9.5V,5.749,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\68____Ori.jpg
6    Gem,--,M1-M2Ia-Iab,6.39,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\6____Gem.jpg
69    Ori,--,B5Vn,4.92,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\69____Ori.jpg
40    Cam,--,K3III,5.351,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\40____Cam.jpg
Del Pic,--,B1/2(III)n,4.72,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Del_Pic.jpg
1    Lyn,--,M3III,5.05,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\1____Lyn.jpg
71    Ori,--,F5.5IV-V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\71____Ori.jpg
72    Ori,--,B7V,5.327,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\72____Ori.jpg
42    Aur,--,F0V,6.525,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\42____Aur.jpg
73    Ori,--,B9II-III,5.467,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\73____Ori.jpg
8    Gem,--,G8III,6.075,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\8____Gem.jpg
2    Lyn,--,A2Vs,4.434,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\2____Lyn.jpg
43    Aur,--,K2III,6.323,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\43____Aur.jpg
9    Gem,--,B3Iab,6.25,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\9____Gem.jpg
74    Ori,--,F5V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\74____Ori.jpg
75    Ori,--,A2V,5.386,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\75____Ori.jpg
6    Mon,--,F0IV,6.747,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\6____Mon.jpg
Kap Col,--,G9IIIbCN0.5,4.37,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Kap_Col.jpg
4    Lyn,--,A2Vp,6.07,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\4____Lyn.jpg
Alp Men,--,G7V,5.069,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Alp_Men.jpg
45    Aur,--,F6III+,5.333,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\45____Aur.jpg
7    Mon,--,B2V,5.252,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\7____Mon.jpg
5    Lyn,--,K4III,5.197,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\5____Lyn.jpg
Del Col,--,G7II,3.85,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Del_Col.jpg
Alp Car,--,A9II,-0.74,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Alp_Car.jpg
16    Gem,--,A2Vs,6.22,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\16____Gem.jpg
6    Lyn,7240000.0,K0.5IIIbFe0.5,5.855,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\6____Lyn.jpg
48    Aur,--,F5.5-G0Ib,5.55,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\48____Aur.jpg
47    Aur,--,K4III,5.866,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\47____Aur.jpg
10    Mon,--,B2V,5.041,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\10____Mon.jpg
Lam CMa,--,B4V,4.48,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Lam_CMa.jpg
19    Gem,--,A8V,6.38,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\19____Gem.jpg
7    Lyn,--,K0III:,6.46,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\7____Lyn.jpg
12    Mon,--,K0III,5.83,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\12____Mon.jpg
13    Mon,--,A0I,4.5,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\13____Mon.jpg
8    Lyn,--,G8IV-V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\8____Lyn.jpg
49    Aur,--,A0Vnn,5.26,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\49____Aur.jpg
11    Lyn,--,A2V,5.89,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\11____Lyn.jpg
14    Mon,--,A0Vs,6.46,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\14____Mon.jpg
51    Aur,--,K5III,5.69,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\51____Aur.jpg
53    Aur,--,B9Mn+F0m,5.744,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\53____Aur.jpg
54    Aur,--,B5/7,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\54____Aur.jpg
Nu  Pup,--,S,11.24,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Nu__Pup.jpg
25    Gem,--,G5Ib,6.427,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\25____Gem.jpg
15    Mon,--,O7V+B1.5/2V,4.68,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\15____Mon.jpg
26    Gem,--,A2V,5.21,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\26____Gem.jpg
12    Lyn,--,A2.5V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\12____Lyn.jpg
13    Lyn,--,K0III-IV,5.335,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\13____Lyn.jpg
30    Gem,--,K0+IIICa1,4.49,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\30____Gem.jpg
28    Gem,--,K4III,5.44,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\28____Gem.jpg
32    Gem,--,A9III,6.47,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\32____Gem.jpg
42    Cam,--,B4IV,5.122,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\42____Cam.jpg
10    CMa,--,B2V,5.17,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\10____CMa.jpg
16    Mon,--,B3V,5.92,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\16____Mon.jpg
NGC 2281,--,,5.4,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\NGC_2281.jpg
17    Mon,--,K4III,4.77,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\17____Mon.jpg
11    CMa,--,B8/9III,5.272,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\11____CMa.jpg
18    Mon,--,K0+III,4.47,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\18____Mon.jpg
12    CMa,3800000.0,B7II/III,6.08,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\12____CMa.jpg
43    Cam,--,B7III,5.096,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\43____Cam.jpg
33    Gem,--,kB8hB7HeB9.5IV-V,5.87,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\33____Gem.jpg
14    Lyn,--,G8III,5.38,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\14____Lyn.jpg
35    Gem,--,K3III,5.672,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\35____Gem.jpg
36    Gem,--,A2V,5.259,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\36____Gem.jpg
59    Aur,--,F2V,6.099,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\59____Aur.jpg
60    Aur,--,F5V:,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\60____Aur.jpg
Alp Pic,--,A8VnkA6,3.23,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Alp_Pic.jpg
Tau Pup,--,K1III,2.93,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Tau_Pup.jpg
Zet Men,--,A3/5III,5.606,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Zet_Men.jpg
15    Lyn,--,G2III,4.35,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\15____Lyn.jpg
38    Gem,--,kA8mF0Vp,4.715,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\38____Gem.jpg
37    Gem,--,G0V,5.748,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\37____Gem.jpg
15    CMa,--,B1IV,4.83,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\15____CMa.jpg
16    Lyn,--,A2Vn,4.893,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\16____Lyn.jpg
17    CMa,--,A2V,5.792,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\17____CMa.jpg
62    Aur,--,K2III,6.021,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\62____Aur.jpg
39    Gem,--,F7V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\39____Gem.jpg
Iot Vol,--,B7III,5.395,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Iot_Vol.jpg
40    Gem,--,B8VpSi,6.397,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\40____Gem.jpg
41    Gem,--,K3-Ib,5.69,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\41____Gem.jpg
19    Mon,--,B2Vn(e),5.0,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\19____Mon.jpg
44    Gem,--,B8Vn,6.01,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\44____Gem.jpg
45    Gem,--,G8III,5.476,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\45____Gem.jpg
63    Aur,--,K4III,4.886,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\63____Aur.jpg
47    Gem,--,A4IV,5.75,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\47____Gem.jpg
20    Mon,--,K0III,4.92,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\20____Mon.jpg
48    Gem,6600000.0,F5III-IV,5.85,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\48____Gem.jpg
21    Mon,--,F2IV,5.428,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\21____Mon.jpg
18    Lyn,--,K2III,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\18____Lyn.jpg
51    Gem,--,M4III,5.0,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\51____Gem.jpg
26    CMa,4520000.0,B2IV/V,5.897,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\26____CMa.jpg
52    Gem,--,M1III,5.82,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\52____Gem.jpg
53    Gem,--,M1III,5.71,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\53____Gem.jpg
24    Mon,--,K0III,6.42,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\24____Mon.jpg
27    CMa,--,B4Ve_sh,4.65,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\27____CMa.jpg
64    Aur,--,A5Vn,5.87,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\64____Aur.jpg
47    Cam,--,A8m,6.35,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\47____Cam.jpg
Pi  Pup,--,K4III,2.7,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Pi__Pup.jpg
29    CMa,--,O7Iafpvar,4.95,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\29____CMa.jpg
19    Lyn,--,B8V,5.78,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\19____Lyn.jpg
19    Lyn,--,B8V,5.78,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\19____Lyn.jpg
65    Aur,--,G8III,5.12,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\65____Aur.jpg
56    Gem,--,M0III,5.08,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\56____Gem.jpg
Del Vol,--,F8Ib/II,3.99,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Del_Vol.jpg
66    Aur,--,K0.5IIIa,5.188,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\66____Aur.jpg
57    Gem,--,G8II,5.022,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\57____Gem.jpg
58    Gem,--,A1V,6.17,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\58____Gem.jpg
59    Gem,--,F0:III:,5.759,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\59____Gem.jpg
21    Lyn,--,A0.5Vs,4.61,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\21____Lyn.jpg
1    CMi,--,A5IV,5.361,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\1____CMi.jpg
61    Gem,--,F2Vn,5.935,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\61____Gem.jpg
63    Gem,--,F3V,5.24,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\63____Gem.jpg
22    Lyn,--,F6V,5.357,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\22____Lyn.jpg
64    Gem,--,A4V,5.064,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\64____Gem.jpg
65    Gem,--,G9IIIb,5.01,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\65____Gem.jpg
6    CMi,--,K1III,4.531,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\6____CMi.jpg
Sig Pup,--,K5III,3.25,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Sig_Pup.jpg
68    Gem,--,A1Vp,5.263,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\68____Gem.jpg
Eps Men,--,K2/3III,5.522,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Eps_Men.jpg
70    Gem,--,G8III,5.572,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\70____Gem.jpg
25    Mon,--,F6III,5.131,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\25____Mon.jpg
23    Lyn,--,K5III,6.076,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\23____Lyn.jpg
74    Gem,--,K5.5III,5.05,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\74____Gem.jpg
24    Lyn,--,A3IVn,4.947,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\24____Lyn.jpg
51    Cam,--,K2III:,5.925,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\51____Cam.jpg
49    Cam,2910000.0,A7VpSrCrEuSiKsn,6.458,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\49____Cam.jpg
76    Gem,--,K4.5III,5.289,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\76____Gem.jpg
79    Gem,--,A1V,6.54,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\79____Gem.jpg
1    Pup,--,K5III,4.59,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\1____Pup.jpg
3    Pup,--,A4Iabe,3.93,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\3____Pup.jpg
81    Gem,--,K4III,4.87,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\81____Gem.jpg
11    CMi,--,A1Vnn,5.237,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\11____CMi.jpg
2    Pup,--,,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\2____Pup.jpg
2    Pup,--,,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\2____Pup.jpg
4    Pup,--,F2V,5.026,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\4____Pup.jpg
82    Gem,--,K0III+A0IV:,6.21,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\82____Gem.jpg
Zet Vol,--,G9IIIb,3.944,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Zet_Vol.jpg
5    Pup,--,F5.5V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\5____Pup.jpg
Omi Pup,--,B1IVe,4.49,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Omi_Pup.jpg
6    Pup,--,K3III,5.162,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\6____Pup.jpg
8    Pup,--,F3IV,6.361,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\8____Pup.jpg
9    Pup,--,G0V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\9____Pup.jpg
25    Lyn,--,K2III:,6.253,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\25____Lyn.jpg
26    Lyn,--,K4III,5.446,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\26____Lyn.jpg
10    Pup,--,F1Ia,5.689,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\10____Pup.jpg
85    Gem,--,A0Vs,5.365,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\85____Gem.jpg
1    Cnc,--,K3-III,5.78,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\1____Cnc.jpg
11    Pup,--,F7II,4.184,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\11____Pup.jpg
53    Cam,6330000.0,A3VpSrSiCrEu,6.008,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\53____Cam.jpg
